Title,Price,Depreciation/Yr,Registration Date,Engine Capacity,Mileage/Km,Vehicle Type
BMW 7 Series 730i M-Sport Sunroof,"$136,800","$28,090 /yr",12-Jan-2017,"1,998 cc","84,000 km",Luxury
Mercedes-Benz G-Class G350d AMG Line 4MATIC Premium,"$461,800","$56,260 /yr",21-Oct-2020,"2,925 cc","30,500 km",SUV
BMW X3 M40i,"$198,800","$29,550 /yr",01-Feb-2019,"2,998 cc","98,000 km",SUV
Honda HR-V 1.5A DX,"$87,800","$14,350 /yr",28-May-2019,"1,496 cc","85,000 km",SUV
Renault Megane Sedan 1.2A Privilege TCe,"$55,800","$12,850 /yr",27-Sep-2017,"1,197 cc","97,000 km",Sedan
Toyota Alphard 2.5A S C-Package Moonroof,"$117,500","$36,460 /yr",29-Jun-2016,"2,493 cc","129,900 km",MPV
Mercedes-Benz E-Class E250 Avantgarde,"$113,800","$23,260 /yr",29-Mar-2017,"1,991 cc","146,000 km",Luxury
Infiniti Q50 2.0A T,"$72,800","$16,560 /yr",30-Mar-2017,"1,991 cc","71,024 km",Luxury
Honda HR-V 1.5A DX,"$96,800","$15,490 /yr",25-Jul-2019,"1,496 cc","28,766 km",SUV
BMW 2 Series 216i Active Tourer,"$106,800","$16,420 /yr",09-Apr-2019,"1,499 cc","91,531 km",Hatchback
Audi A4 1.8A TFSI MU (COE till 11/2027),"$81,200","$20,620 /yr",30-May-2008,"1,798 cc","157,000 km",Luxury
Nissan Qashqai 1.2A DIG-T Premium,"$54,999","$14,830 /yr",24-Mar-2017,"1,197 cc","79,000 km",Sedan
Mercedes-Benz CLA-Class CLA180 Urban,"$84,800","$19,140 /yr",20-Sep-2017,"1,595 cc","95,331 km",Luxury
Nissan Qashqai 2.0A Premium Moonroof,"$57,800","$16,430 /yr",25-Nov-2016,"1,997 cc","89,247 km",SUV
Honda Shuttle 1.5A G Honda Sensing,"$108,800","$13,650 /yr",23-Sep-2021,"1,496 cc","33,200 km",Stationwagon
Audi A4 1.8A TFSI MU (COE till 06/2030),"$81,800","$12,650 /yr",11-Jun-2010,"1,798 cc","98,000 km",Luxury
Porsche Boxster 2.7A PDK (COE till 09/2032),"$230,800","$26,300 /yr",09-Nov-2012,"2,706 cc","61,800 km",Sports
Honda Vezel Hybrid 1.5A X,"$66,500","$16,960 /yr",02-Oct-2017,"1,496 cc","80,500 km",SUV
Toyota C-HR Hybrid 1.8A G,"$71,800","$16,980 /yr",28-Nov-2017,"1,797 cc",-,SUV
Toyota Corolla Altis 1.6A,"$52,800","$15,810 /yr",08-Sep-2016,"1,598 cc","99,000 km",Sedan
Golden Dragon Electric XML5036,"$95,988","$10,070 /yr",05-Jul-2023,-,-,Van
Lexus NX Turbo NX200t Executive,"$75,800","$23,270 /yr",23-Feb-2016,"1,998 cc","122,399 km",SUV
Toyota Hiace Commuter 3.0A GL,"$73,800","$24,530 /yr",27-Dec-2016,"2,982 cc",-,Bus
Isuzu FSR34S (New 5-yr COE),"$93,800","$18,740 /yr",23-Jun-2015,"7,790 cc",-,Truck
Subaru XV 2.0i-S EyeSight GT Edition,"$112,800","$15,070 /yr",28-Nov-2020,"1,995 cc","63,000 km",SUV
Mercedes-Benz A-Class A180 Style,"$72,800","$18,930 /yr",27-Apr-2017,"1,595 cc","135,000 km",Hatchback
DS7 Crossback 1.6A Grand Chic 180PS,"$154,000","$18,080 /yr",07-May-2021,"1,598 cc","45,000 km",SUV
Maserati GranTurismo 4.2A (COE till 03/2028),"$110,000","$26,070 /yr",13-Mar-2008,"4,244 cc",-,Sports
Mercedes-Benz C-Class C63 S AMG,"$215,800","$57,190 /yr",14-Apr-2016,"3,982 cc","90,500 km",Luxury
Mercedes-Benz S-Class S500L Sunroof,"$164,800","$31,580 /yr",25-Nov-2015,"4,663 cc","132,000 km",Luxury
Toyota Corolla Axio 1.5A,"$110,800","$14,330 /yr",14-Jul-2021,"1,496 cc","22,100 km",Sedan
BYD T3 Electric,"$109,600","$11,570 /yr",14-Jun-2023,-,-,Van
Mercedes-Benz S-Class S300L (COE till 03/2027),"$49,800","$15,240 /yr",01-Jun-2007,"2,997 cc","179,000 km",Luxury
Lexus LS500 Luxury MR,"$259,500","$37,830 /yr",16-Apr-2018,"3,445 cc","112,390 km",Luxury
Mercedes-Benz E-Class E200 Exclusive,"$215,000","$27,100 /yr",28-Jul-2020,"1,991 cc","7,550 km",Luxury
BMW 4 Series 440i Coupe M-Sport,"$195,000",N.A,18-Mar-2021,"2,998 cc","54,000 km",Sports
Audi Q3 Mild Hybrid 1.5A TFSI S-tronic,"$211,000","$22,220 /yr",09-Sep-2022,"1,498 cc","8,020 km",SUV
Porsche Macan S 3.0A PDK,"$139,800","$35,430 /yr",31-May-2016,"2,997 cc","170,200 km",SUV
Subaru Forester 2.0A XT Sunroof,"$73,800","$19,670 /yr",30-Mar-2017,"1,998 cc","108,000 km",SUV
BMW 7 Series 740Li Luxury Sunroof,"$171,500","$30,600 /yr",16-Jun-2017,"2,998 cc","111,600 km",Luxury
Toyota Noah 2.0A X Welcab,"$195,300","$19,290 /yr",11-Apr-2023,"1,986 cc","4,800 km",MPV
Hyundai Avante 1.6A GLS S,"$79,800","$13,720 /yr",06-Apr-2019,"1,591 cc","98,000 km",Sedan
Fiat Fiorino Cargo 1.3MTA Multijet Glaze,"$40,800","$8,000 /yr",28-Jan-2019,"1,248 cc",-,Van
BMW 2 Series 216d Active Tourer,"$47,000","$15,850 /yr",28-Apr-2016,"1,496 cc",-,Hatchback
Mercedes-Benz B-Class B180 Style,"$51,300","$18,160 /yr",25-Feb-2016,"1,595 cc","128,000 km",Hatchback
Toyota Hiace Commuter 2.8A GL,"$116,800","$20,580 /yr",27-Aug-2019,"2,754 cc",-,Bus
Mercedes-Benz B-Class B180 Style,"$58,800","$18,480 /yr",19-Jul-2016,"1,595 cc","98,129 km",Hatchback
Honda Shuttle Hybrid 1.5A,"$86,800","$15,110 /yr",13-Nov-2018,"1,496 cc","50,000 km",Stationwagon
BMW 5 Series 520i (COE till 06/2028),"$57,500","$12,830 /yr",17-Jun-2008,"1,995 cc","162,000 km",Luxury
Land Rover Discovery Sport 2.0A Si4 SE 7-Seater Sunroof,"$129,800","$23,300 /yr",12-Jun-2018,"1,997 cc","76,000 km",SUV
Land Rover Range Rover Diesel 3.0A TDV6 Vogue,"$250,800","$43,600 /yr",24-Oct-2017,"2,993 cc","128,000 km",SUV
Toyota Hiace 3.0M,"$66,800","$13,510 /yr",03-Dec-2018,"2,982 cc",-,Van
Nissan NV200 1.6A DX,"$59,800","$10,020 /yr",12-Dec-2019,"1,597 cc",-,Van
Audi RS 5 Coupe 4.2A FSI Quattro (COE till 12/2030),"$139,000","$19,790 /yr",08-Apr-2011,"4,163 cc","152,000 km",Sports
Lexus RX300 Executive,"$226,800","$26,700 /yr",19-Mar-2021,"1,998 cc","50,169 km",SUV
Volvo S60 T2,"$78,800","$16,840 /yr",27-Dec-2017,"1,498 cc","75,000 km",Luxury
Toyota Alphard Hybrid 2.5A X Moonroof,"$277,800","$28,920 /yr",27-Jun-2022,"2,493 cc","18,000 km",MPV
Mercedes-Benz E-Class E250 Avantgarde,"$127,800","$23,910 /yr",26-Sep-2017,"1,991 cc","113,831 km",Luxury
Mercedes-Benz C-Class C200 AMG Line Panoramic Roof,"$55,800","$22,310 /yr",09-Jul-2015,"1,991 cc","117,750 km",Luxury
Hyundai Avante 1.6A GLS S,"$95,800","$12,990 /yr",13-Oct-2020,"1,591 cc","33,000 km",Sedan
Toyota Dyna 150 3.0M,"$59,800","$16,310 /yr",24-Aug-2017,"2,982 cc",-,Truck
Volkswagen Golf 1.4A (COE till 01/2025),"$17,500","$15,810 /yr",02-Feb-2010,"1,390 cc","150,008 km",Hatchback
Honda Civic 1.6A VTi,"$56,800","$16,940 /yr",04-Oct-2016,"1,597 cc",-,Sedan
BMW X3 xDrive30i xLine,"$187,800","$25,700 /yr",30-Dec-2019,"1,998 cc","60,800 km",SUV
Kia Picanto 1.1A (COE till 09/2030),"$65,800",N.A,27-Oct-2010,"1,086 cc",-,Hatchback
Toyota Previa 2.4A Moonroof,"$36,800","$20,270 /yr",01-Aug-2014,"2,362 cc","155,218 km",MPV
BMW 8 Series 840i Gran Coupe M-Sport Sunroof,"$325,800",N.A,17-Aug-2022,"2,998 cc","44,000 km",Sports
Mercedes-Benz CLA-Class CLA180 AMG Line,"$148,800","$20,820 /yr",10-Jan-2020,"1,332 cc","25,000 km",Luxury
BYD Dolphin Dynamic Electric,"$149,888","$15,050 /yr",08-Dec-2023,-,385 km,Hatchback
Volkswagen Sharan 2.0A TSI Panoramic Roof,"$88,800","$19,590 /yr",22-Jun-2017,"1,984 cc","91,725 km",MPV
MINI Cooper S 2.0A 5DR,"$177,800","$19,880 /yr",12-Nov-2021,"1,998 cc","13,000 km",Sports
Peugeot Partner 1.5A BlueHDi LWB,"$65,800","$9,750 /yr",23-Sep-2020,"1,499 cc","67,051 km",Van
Toyota Hiace Commuter 2.8A GL,"$120,800","$20,130 /yr",23-Dec-2019,"2,754 cc",-,Bus
Honda N-Van Turbo Style Fun Honda Sensing,"$89,988","$9,040 /yr",05-Dec-2023,658 cc,-,Van
Mercedes-Benz S-Class S450L Mild Hybrid AMG Line 4MATIC,"$425,800","$42,480 /yr",28-Oct-2021,"2,999 cc","44,000 km",Luxury
Toyota Wish 2.0A (COE till 11/2024),"$15,900","$16,970 /yr",26-Feb-2010,"1,987 cc","120,000 km",MPV
MINI Cooper Cabriolet 1.5A,"$125,800","$18,870 /yr",26-Jul-2019,"1,499 cc","50,000 km",Sports
Honda N-Van Turbo Style Fun Honda Sensing,"$89,988","$9,050 /yr",01-Dec-2023,658 cc,-,Van
Mercedes-Benz C-Class C180 AMG Line,"$142,800","$22,920 /yr",28-Feb-2019,"1,595 cc","65,000 km",Luxury
Honda Odyssey 2.4A EXV-S Sunroof,"$179,888","$22,410 /yr",25-Feb-2021,"2,356 cc","39,500 km",Stationwagon
Toyota Estima 2.4A G (COE till 08/2030),"$103,000","$15,400 /yr",24-Jan-2011,"2,362 cc","160,000 km",MPV
MG ZS Electric Deluxe,"$125,800","$14,970 /yr",18-May-2022,-,"30,888 km",SUV
Honda Shuttle 1.5A G Honda Sensing,"$89,800","$14,150 /yr",18-Dec-2019,"1,496 cc","59,284 km",Stationwagon
Volkswagen Passat 1.8A TFSI Highline Sunroof,"$62,800","$17,220 /yr",23-Sep-2016,"1,798 cc","96,960 km",Luxury
Honda Freed Hybrid 1.5A G,"$99,800","$17,610 /yr",30-Jan-2019,"1,496 cc","108,399 km",MPV
Toyota Vellfire 2.5A Elegance Sunroof,"$94,800","$32,910 /yr",06-Jan-2016,"2,494 cc",-,MPV
Nissan Teana 2.0A XL,"$43,800","$15,950 /yr",27-Nov-2015,"1,997 cc","89,000 km",Luxury
Maserati Ghibli 3.0A,"$118,800","$27,040 /yr",15-Jan-2016,"2,979 cc","113,811 km",Luxury
Nissan Sylphy 1.6A Premium Signature Series,"$37,400","$15,370 /yr",17-Nov-2015,"1,598 cc","88,000 km",Sedan
Mercedes-Benz CLA-Class CLA200 Urban,"$89,800","$21,690 /yr",06-Jun-2017,"1,595 cc",-,Luxury
Audi A6 1.8A TFSI Ultra S-tronic,"$66,800","$19,550 /yr",26-Apr-2016,"1,798 cc",-,Luxury
Toyota Camry 2.5A,"$124,800","$18,250 /yr",30-Sep-2019,"2,487 cc","53,000 km",Luxury
Kia Cerato 1.6A EX,"$81,800","$13,440 /yr",10-Jul-2019,"1,591 cc","45,000 km",Sedan
Toyota Alphard 2.4A Moonroof,"$49,800","$43,420 /yr",27-Jun-2014,"2,362 cc","118,000 km",MPV
BMW 5 Series 530i Luxury,"$108,800","$24,020 /yr",28-Mar-2017,"1,998 cc",-,Luxury
Honda Stepwagon 1.5A Spada,"$163,800","$21,880 /yr",20-Aug-2020,"1,496 cc","25,000 km",MPV
Toyota Sienta Hybrid 1.5A X,"$114,800","$15,870 /yr",03-Sep-2020,"1,496 cc","31,288 km",MPV
Ferrari California 4.3A (COE till 02/2030),"$309,800","$50,170 /yr",25-Feb-2010,"4,297 cc","37,000 km",Sports
BYD Atto 3 Electric,"$159,800","$16,620 /yr",04-Aug-2023,-,286 km,SUV
Kia Cerato 1.6A EX,"$77,800","$13,740 /yr",21-Feb-2019,"1,591 cc","69,990 km",Sedan
BMW 2 Series 220i Coupe Sunroof,"$110,800","$23,910 /yr",31-Oct-2017,"1,998 cc","53,000 km",Sports
Nissan Atlas,"$23,800","$13,940 /yr",08-Sep-2015,"2,953 cc","160,746 km",Truck
Lexus ES250 Executive Sunroof,"$155,800","$19,720 /yr",28-Aug-2020,"2,487 cc","104,747 km",Luxury
Volkswagen Golf 1.4A TSI (COE till 10/2029),"$70,500","$12,040 /yr",08-Jan-2010,"1,390 cc","154,800 km",Hatchback
Toyota Townace 1.5A GL,"$94,988","$9,670 /yr",17-Oct-2023,"1,496 cc",-,Van
Honda N-Van Turbo Style Fun Honda Sensing,"$86,999","$8,840 /yr",26-Oct-2023,658 cc,-,Van
Chevrolet Orlando 1.4A Turbo,"$48,500","$13,970 /yr",17-Nov-2016,"1,362 cc","113,124 km",SUV
Honda Fit Hybrid 1.5A e-HEV,"$139,888","$15,980 /yr",30-Jun-2022,"1,496 cc","9,000 km",Hatchback
Honda Shuttle 1.5A G LED,"$69,800","$14,430 /yr",28-Jun-2018,"1,496 cc","78,000 km",Stationwagon
Porsche 911 Carrera S Coupe 3.0A PDK,"$588,800","$72,290 /yr",19-Jun-2020,"2,981 cc","6,000 km",Sports
Honda Grace Hybrid 1.5A DX,"$47,800","$15,530 /yr",24-Nov-2016,"1,496 cc","135,000 km",Sedan
Porsche Boxster GTS 3.4A PDK,"$238,800","$101,440 /yr",12-Aug-2015,"3,436 cc","27,000 km",Sports
BMW 7 Series 730Li Sunroof,"$189,800","$26,840 /yr",28-Sep-2018,"1,998 cc","78,000 km",Luxury
Audi A6 1.8A TFSI Ultra,"$98,800","$20,730 /yr",11-Sep-2017,"1,798 cc","135,000 km",Luxury
Mitsubishi Fuso Canter FEB71,"$56,800","$16,080 /yr",06-Jul-2017,"2,998 cc","111,430 km",Truck
Porsche Panamera S 4.8A PDK (COE till 04/2030),"$125,800","$19,800 /yr",06-May-2010,"4,806 cc","155,462 km",Sports
BMW 2 Series 216d Gran Tourer Luxury,"$55,800","$16,580 /yr",03-Aug-2016,"1,496 cc","86,954 km",MPV
Mercedes-Benz E-Class E250 CGI (COE till 09/2031),"$106,000","$13,710 /yr",16-Sep-2011,"1,796 cc","86,700 km",Luxury
Toyota Sienta Hybrid 1.5A X,"$107,800","$16,700 /yr",03-Dec-2019,"1,496 cc","51,000 km",MPV
Honda Civic Type-R 2.0M VTEC Turbo GT,"$242,800","$29,590 /yr",29-Mar-2021,"1,996 cc","30,000 km",Sports
Subaru Forester 2.0i-S EyeSight Sunroof,"$130,000","$19,310 /yr",31-Mar-2020,"1,995 cc","32,000 km",SUV
UD Trucks GKB5E,"$76,800","$70,260 /yr",27-Jan-2015,"10,837 cc",-,Truck
Mercedes-Benz GLC-Class GLC63 S AMG 4MATIC+ Sunroof,"$455,800","$46,320 /yr",26-Nov-2021,"3,982 cc","20,000 km",SUV
Chevrolet Sonic 1.4A LTZ,"$38,800","$13,170 /yr",27-May-2016,"1,398 cc","120,000 km",Sedan
Lexus NX Hybrid NX350h Luxury Sunroof,"$288,800","$26,610 /yr",12-Jul-2023,"2,487 cc","6,613 km",Luxury
Mercedes-Benz C-Class C180 CGI (COE till 09/2029),"$71,800","$12,480 /yr",24-Sep-2009,"1,597 cc",-,Luxury
Honda Civic 1.5A VTEC Turbo Sunroof,"$75,800","$18,460 /yr",31-May-2017,"1,498 cc",-,Sedan
Mitsubishi Lancer EX 1.5A GLS Sports (COE till 08/2025),"$22,800","$13,670 /yr",25-Aug-2010,"1,499 cc",-,Sedan
Toyota Corolla Altis 1.6A Elegance,"$81,800","$15,610 /yr",29-Jun-2018,"1,598 cc","91,000 km",Sedan
Kia Niro Hybrid 1.6A GDi DCT Sunroof,"$62,800","$15,790 /yr",19-Oct-2017,"1,580 cc","90,000 km",SUV
Porsche Macan S 2.9A PDK,"$368,800","$39,270 /yr",27-Jan-2022,"2,894 cc","11,000 km",SUV
Volkswagen Golf 1.4A TSI (COE till 04/2031),"$86,800","$11,870 /yr",15-Apr-2011,"1,390 cc","179,335 km",Hatchback
BMW 5 Series 520i Sunroof,"$149,000","$19,820 /yr",19-Jul-2019,"1,998 cc","102,000 km",Luxury
Volvo XC60 T6 R-Design Panoramic Roof,"$128,800","$25,990 /yr",24-Oct-2017,"1,969 cc","112,850 km",SUV
Mitsubishi Outlander 2.4A Sunroof,"$63,800","$16,820 /yr",18-Jan-2017,"2,360 cc","103,231 km",SUV
Honda Vezel 1.5A X,"$29,800","$14,830 /yr",17-Sep-2015,"1,496 cc","124,675 km",SUV
Toyota Alphard 2.5A S C-Package Moonroof,"$398,800","$37,680 /yr",10-Nov-2023,"2,493 cc",21 km,MPV
Mazda 6 2.0A Executive,"$67,800","$16,510 /yr",08-May-2017,"1,998 cc","82,000 km",Luxury
Toyota Mark X 2.5A G,"$58,800","$18,870 /yr",24-May-2016,"2,499 cc","67,000 km",Luxury
Mercedes-Benz C-Class C200 AMG Line,"$84,800","$21,870 /yr",28-Oct-2016,"1,991 cc","99,000 km",Luxury
Mercedes-Benz EQS Electric EQS53 AMG 4MATIC+ Hyperscreen,"$719,800","$68,200 /yr",12-Jul-2022,-,"3,500 km",Luxury
Opel Astra 1.0A Turbo IntelliLux LED,"$67,800","$13,910 /yr",13-Feb-2018,999 cc,"69,000 km",Hatchback
Toyota Sienta Hybrid 1.5A G,"$73,800","$18,510 /yr",31-Oct-2017,"1,496 cc","80,000 km",MPV
Volkswagen Passat 1.8A TFSI,"$58,800","$21,410 /yr",20-Jan-2016,"1,798 cc","98,500 km",Luxury
Toyota Dyna 150 3.0M,"$101,800","$13,460 /yr",16-Jul-2021,"2,982 cc",-,Truck
Lexus ES250 Executive Sunroof,"$66,800","$21,010 /yr",22-Feb-2016,"2,494 cc","108,000 km",Luxury
BMW 4 Series 430i Gran Coupe M-Sport Sunroof,"$99,800","$25,960 /yr",13-Sep-2016,"1,998 cc","65,000 km",Luxury
Mazda MX-5 Roadster 2.0A RHT (COE till 06/2027),"$46,800","$13,410 /yr",21-Jun-2007,"1,998 cc","139,475 km",Sports
Mitsubishi Fuso Canter FEB21,"$78,500","$15,400 /yr",28-Jan-2019,"2,998 cc","86,112 km",Truck
BMW M235i Coupe,"$116,800","$33,370 /yr",12-Oct-2016,"2,979 cc","110,000 km",Sports
Bentley Flying Spur 6.0A W12,"$788,800","$86,330 /yr",03-Jul-2020,"5,950 cc","7,200 km",Luxury
Nissan NV350 2.5A,"$66,800","$14,440 /yr",08-Aug-2018,"2,488 cc",-,Van
Land Rover Defender 90,"$295,800","$28,820 /yr",28-Dec-2022,"1,997 cc","4,000 km",SUV
Toyota Estima 2.4A Aeras G-Edition (COE till 03/2030),"$87,800","$14,000 /yr",03-May-2010,"2,362 cc","141,389 km",MPV
Mercedes-Benz E-Class E53 Coupe Mild Hybrid AMG 4MATIC+,"$279,800","$35,410 /yr",26-Sep-2019,"2,999 cc","62,000 km",Sports
BMW 6 Series 640i Gran Coupe M-Sport Sunroof,"$103,988","$29,830 /yr",29-Sep-2015,"2,979 cc","89,000 km",Sports
Hyundai i30 1.4A T-GDi DCT Turbo,"$84,988","$15,130 /yr",28-Dec-2018,"1,353 cc","65,000 km",Hatchback
Toyota Vios 1.5A J (COE till 08/2028),"$47,800","$10,360 /yr",04-Aug-2008,"1,497 cc","119,239 km",Sedan
Honda Fit 1.3A GF,"$89,800","$13,100 /yr",12-Aug-2020,"1,317 cc","39,000 km",Hatchback
Toyota Camry 2.0A (COE till 09/2028),"$54,800","$11,480 /yr",23-Jun-2009,"1,998 cc","141,000 km",Luxury
Tesla Model 3 Electric Performance AWD,"$196,800","$21,590 /yr",27-Oct-2021,-,"27,000 km",Luxury
Tesla Model 3 Electric Performance AWD,"$193,800","$21,530 /yr",15-Sep-2021,-,"23,000 km",Luxury
Kia Cerato Forte 1.6A SX (COE till 09/2029),"$57,800","$10,080 /yr",16-Sep-2009,"1,591 cc","136,504 km",Sedan
Volkswagen Golf 1.4A TSI (New 5-yr COE),"$71,800","$14,340 /yr",16-Jan-2014,"1,395 cc","102,000 km",Hatchback
Toyota Wish 1.8A X (COE till 07/2030),"$84,300","$12,850 /yr",16-Jul-2010,"1,797 cc","149,000 km",MPV
Volkswagen Golf 1.2A TSI (COE till 06/2025),"$19,888","$13,100 /yr",23-Jul-2010,"1,197 cc","193,000 km",Hatchback
Mercedes-Benz E-Class E200 Avantgarde,"$219,800","$25,000 /yr",21-May-2021,"1,991 cc","56,800 km",Luxury
Honda Civic HB 1.0A VTEC Turbo EX,"$73,800","$15,730 /yr",05-Dec-2017,988 cc,-,Hatchback
BMW 1 Series 118i 5DR Sportline,"$109,800","$17,650 /yr",25-Apr-2019,"1,499 cc","49,000 km",Hatchback
MINI Cooper 1.6A (COE till 12/2028),"$50,802","$10,180 /yr",19-Dec-2008,"1,598 cc","149,000 km",Hatchback
Toyota Harrier 2.0A Elegance Panoramic Roof,"$66,800","$17,970 /yr",27-Oct-2016,"1,986 cc","88,000 km",SUV
Nissan NV200 1.6A DX,"$70,900","$9,060 /yr",21-Oct-2021,"1,597 cc","63,800 km",Van
Chevrolet Cruze 1.6A (COE till 05/2025),"$17,000","$11,980 /yr",26-May-2010,"1,598 cc",-,Sedan
Toyota Harrier 2.0A Elegance Panoramic Roof,"$53,800","$18,140 /yr",08-Apr-2016,"1,986 cc","136,636 km",SUV
Mercedes-Benz 300SL (COE till 03/2029),"$72,000","$13,660 /yr",10-Mar-1992,"2,960 cc",-,Sports
Mitsubishi Lancer 1.6M GLX (COE till 05/2024),"$6,800",N.A,15-May-2009,"1,584 cc",-,Sedan
BMW Z4 sDrive20i M-Sport,"$193,800","$23,500 /yr",30-Nov-2020,"1,998 cc","32,000 km",Sports
Mercedes-Benz Vito 115E (COE till 06/2027),"$47,800","$13,630 /yr",27-Jun-2007,"2,148 cc",-,Van
BMW 4 Series 428i Gran Coupe Sunroof,"$51,800","$26,090 /yr",27-Nov-2014,"1,997 cc","112,212 km",Luxury
Mercedes-Benz C-Class C180 Exclusive,"$73,900","$22,110 /yr",28-Jun-2016,"1,595 cc","69,400 km",Luxury
SEAT Leon CUPRA Formentor 2.0A TSI DSG,"$193,500","$20,590 /yr",06-Jul-2022,"1,984 cc","24,081 km",SUV
Nissan NV200 1.6A,"$55,800","$11,180 /yr",20-Dec-2018,"1,597 cc",-,Van
Honda Fit Hybrid 1.5A,"$72,800","$14,700 /yr",03-Sep-2018,"1,496 cc","88,653 km",Hatchback
Nissan Cabstar 3.0M,"$37,800","$13,470 /yr",14-Oct-2016,"2,953 cc",-,Truck
BMW X1 sDrive18i,"$128,800","$18,380 /yr",18-Oct-2019,"1,499 cc","81,000 km",SUV
BYD Atto 3 Electric,"$161,800","$16,430 /yr",27-Oct-2023,-,176 km,SUV
Toyota Wish 1.8A,"$79,000","$16,740 /yr",07-Feb-2018,"1,798 cc","76,000 km",MPV
Mitsubishi Evolution 10 GSR SST (COE till 03/2029),"$123,800","$23,490 /yr",26-Jun-2009,"1,998 cc",-,Sports
Nissan NV200 1.6A DX,"$72,800","$9,580 /yr",29-Jul-2021,"1,597 cc",-,Van
Honda Vezel Hybrid 1.5A X,"$76,800","$15,940 /yr",24-Apr-2018,"1,496 cc","93,608 km",SUV
Honda Civic 1.6A VTi,"$76,800","$15,030 /yr",05-Jun-2018,"1,597 cc","98,000 km",Sedan
Honda Civic Type-R 2.0M VTEC Turbo,"$325,800",N.A,N.A.,"1,995 cc",230 km,Sports
Toyota Dyna 150 3.0M,"$46,800","$15,860 /yr",06-Dec-2016,"2,982 cc",-,Truck
Mercedes-Benz CLS-Class CLS53 Mild Hybrid AMG 4MATIC+,"$513,800","$49,960 /yr",06-Jun-2022,"2,999 cc","11,700 km",Luxury
Volkswagen Scirocco 1.4A TSI (COE till 11/2025),"$25,800","$13,320 /yr",06-Jan-2011,"1,390 cc",-,Sports
Toyota Dyna 150 3.0M,"$80,288","$13,950 /yr",25-Sep-2019,"2,982 cc","120,179 km",Truck
Toyota Noah Hybrid 1.8A X,"$183,800","$21,120 /yr",04-Mar-2022,"1,797 cc","30,000 km",MPV
BMW M3 Sedan Competition Package,"$479,800","$53,190 /yr",11-Nov-2021,"2,993 cc",438 km,Sports
Toyota Noah Hybrid 1.8A X,"$174,800","$22,030 /yr",25-May-2021,"1,797 cc",-,MPV
Honda Shuttle 1.5A G,"$50,800","$15,820 /yr",25-Nov-2016,"1,496 cc","96,000 km",Stationwagon
Mercedes-Benz CLC-Class CLC180K (COE till 08/2030),"$74,800","$11,180 /yr",22-Sep-2010,"1,796 cc","153,000 km",Sports
Mercedes-Benz C-Class C200 Exclusive,"$79,800","$21,440 /yr",29-Aug-2016,"1,991 cc","68,000 km",Luxury
BMW i8 Coupe,"$235,000","$153,040 /yr",05-Dec-2014,"1,499 cc","7,100 km",Sports
Mercedes-Benz Citan 109 CDI Van Extra-Long 2 Seaters,-,N.A,26-May-2015,"1,461 cc",-,Van
Mazda CX-5 2.5A Luxury Sunroof,"$63,800","$16,070 /yr",28-Nov-2016,"2,488 cc","73,900 km",SUV
Audi A6 2.0A TFSI MU (COE till 08/2030),"$77,800","$11,630 /yr",18-Nov-2010,"1,984 cc",-,Sedan
Hyundai Ioniq Hybrid 1.6A DCT Sunroof,"$125,800","$15,050 /yr",26-Oct-2021,"1,580 cc","29,000 km",Hatchback
Toyota Sienta Hybrid 1.5A G,"$66,800","$18,120 /yr",12-Jul-2017,"1,496 cc",-,MPV
Peugeot 2008 1.2A PureTech EAT8 Allure Premium,"$133,000","$15,480 /yr",22-Oct-2021,"1,199 cc","26,200 km",Sedan
Toyota Harrier Turbo 2.0A M,"$108,800","$20,570 /yr",31-May-2018,"1,998 cc","68,300 km",SUV
Honda Shuttle 1.5A G LED,"$46,800","$15,460 /yr",29-Sep-2016,"1,496 cc","79,900 km",Stationwagon
Porsche Panamera G2 3.0A PDK,"$318,800","$46,840 /yr",27-Nov-2018,"2,995 cc","31,500 km",Sedan
Honda HR-V 1.5A LX,"$96,800","$14,570 /yr",15-Oct-2019,"1,496 cc","71,000 km",SUV
Audi A4 2.0A TFSI S-tronic,"$109,800","$18,340 /yr",30-Nov-2018,"1,984 cc","47,000 km",Luxury
Volkswagen Jetta 1.4A TSI Trendline,"$41,800","$12,100 /yr",30-Sep-2016,"1,390 cc","72,000 km",Sedan
Mazda Biante 2.0A,"$75,800","$18,180 /yr",28-Jul-2017,"1,998 cc",-,MPV
Nissan Sylphy 1.6A,"$82,900","$13,300 /yr",31-Jul-2019,"1,598 cc",-,Sedan
BMW 3 Series 318i Highline Sportline,"$160,000","$19,470 /yr",30-Nov-2020,"1,998 cc","67,150 km",Luxury
Toyota C-HR 1.2A Turbo Active,"$80,000","$14,720 /yr",19-Jun-2018,"1,197 cc","68,784 km",SUV
Honda Shuttle 1.5A G Honda Sensing,"$100,000","$13,600 /yr",18-Jan-2021,"1,496 cc","51,692 km",Stationwagon
Volvo XC40 T4 R-Design,"$123,800","$21,070 /yr",31-Jan-2019,"1,969 cc","80,000 km",SUV
BMW 5 Series 535i Sunroof (COE till 08/2030),"$118,888","$17,770 /yr",17-Dec-2010,"2,979 cc","169,000 km",Luxury
Toyota Noah Hybrid 1.8A X,"$195,800","$21,970 /yr",12-May-2022,"1,797 cc","15,000 km",MPV
Honda Freed Hybrid 1.5A G,"$84,000","$15,750 /yr",04-Oct-2018,"1,496 cc","96,325 km",MPV
